,date,measurements,ok,anomalies,ratio
368,2022-11-10,42441,40744,1697,0.039984920242218606
369,2022-11-13,177936,170001,7935,0.044594685729700566
370,2022-11-14,42462,40757,1705,0.04015354905562621
371,2022-11-16,177848,170187,7661,0.043076109936575055
372,2022-11-17,42441,40665,1776,0.04184632784335902
373,2022-11-20,177848,169904,7944,0.044667356394224284
374,2022-11-21,42441,40770,1671,0.039372305082349617
375,2022-11-23,177936,169963,7973,0.044808245661361386
376,2022-11-24,42462,40795,1667,0.03925863124676181
377,2022-11-27,108980,94516,14464,0.13272160029363186
378,2022-11-28,42483,40801,1682,0.03959230751123979
379,2022-11-30,169764,162311,7453,0.04390212294715016
380,2022-12-01,42441,40775,1666,0.0392544944746825
381,2022-12-04,175827,168158,7669,0.043616736906163446
382,2022-12-05,42441,40764,1677,0.03951367781155015
383,2022-12-07,177848,170326,7522,0.04229454365525617
384,2022-12-08,42441,40782,1659,0.03908955962394854
385,2022-12-11,175914,168178,7736,0.043976033743761155
386,2022-12-12,42462,40805,1657,0.03902312656021855
387,2022-12-14,177848,170309,7539,0.04239013089829517
388,2022-12-15,42441,40775,1666,0.0392544944746825
389,2022-12-18,177936,170054,7882,0.044296825825015734
390,2022-12-19,41417,39803,1614,0.038969505275611466
391,2022-12-21,176001,168272,7729,0.04391452321293629
392,2022-12-22,40460,38858,1602,0.03959466139396935
393,2022-12-25,352176,336564,15612,0.04433010767343601
394,2022-12-26,42504,40843,1661,0.03907867494824017
395,2022-12-28,176001,168327,7674,0.04360202498849439
396,2022-12-29,42483,40827,1656,0.03898029800155356
397,2023-01-01,103173,98584,4589,0.04447869113043141
398,2023-01-02,119357,114787,4570,0.03828849585696691
399,2023-01-04,103173,98687,4486,0.043480367925717
400,2023-01-05,119357,114791,4566,0.038254982950308734
401,2023-01-08,101150,96632,4518,0.04466633712308453
402,2023-01-09,64736,61910,2826,0.043654226396440926
403,2023-01-11,165886,158210,7676,0.0462727415212857
404,2023-01-12,64800,61965,2835,0.04375
405,2023-01-15,167909,160131,7778,0.046322710515815116
406,2023-01-16,41293,39868,1425,0.03450948102583973
407,2023-01-18,181145,172726,8419,0.04647657953573105
408,2023-01-19,42504,41094,1410,0.033173348390739696
409,2023-01-22,186116,177154,8962,0.048152764942294056
410,2023-01-23,50600,48390,2210,0.04367588932806324
411,2023-01-25,182070,174514,7556,0.04150052177733839
412,2023-01-26,48552,46370,2182,0.04494150601417037
413,2023-01-29,182070,174363,7707,0.042329873125720875
414,2023-01-30,46506,44281,2225,0.047843289037973594
415,2023-02-01,186116,178225,7891,0.042398289238969246
416,2023-02-02,47403,45121,2282,0.04814041305402612
417,2023-02-05,186116,177989,8127,0.04366631563111178
418,2023-02-06,43281,41530,1751,0.040456551373581943
419,2023-02-08,186116,177916,8200,0.04405854413376604
420,2023-02-09,41220,39506,1714,0.041581756428918
421,2023-02-12,186116,177565,8551,0.04594446474241871
422,2023-02-13,35020,33662,1358,0.03877784123358081
423,2023-02-15,194208,185233,8975,0.04621333827648706
424,2023-02-16,35020,33687,1333,0.03806396344945745
425,2023-02-19,194208,185207,9001,0.04634721535673093
426,2023-02-20,35020,33742,1278,0.036493432324386066
427,2023-02-22,194208,185427,8781,0.04521440929312902
428,2023-02-23,35020,33663,1357,0.03874928612221588
429,2023-02-26,194208,185319,8889,0.045770514087988136
430,2023-02-27,35020,33659,1361,0.038863506567675614
431,2023-03-01,194208,185389,8819,0.045410075795023895
432,2023-03-02,28333,27356,977,0.034482758620689655
433,2023-03-03,6687,6340,347,0.0518917302228204
434,2023-03-05,192185,183191,8994,0.04679865754351276
435,2023-03-06,35020,33633,1387,0.03960593946316391
436,2023-03-08,192185,183502,8683,0.04518042511122096
437,2023-03-09,35020,33614,1406,0.040148486579097656
438,2023-03-12,192185,183136,9049,0.04708484012800167
439,2023-03-13,35020,33639,1381,0.0394346087949743
440,2023-03-15,192185,183434,8751,0.0455342508520436
441,2023-03-16,34076,32711,1365,0.040057518488085454
442,2023-03-19,192185,183313,8872,0.046163852537919194
443,2023-03-20,34613,33238,1375,0.03972495883049721
444,2023-03-22,192185,183415,8770,0.045633113926685225
445,2023-03-23,32603,31218,1385,0.04248075330491059
446,2023-03-26,192185,183247,8938,0.046507271639305875
447,2023-03-27,30900,29653,1247,0.04035598705501618
448,2023-03-29,192185,183529,8656,0.045039935478835495
449,2023-03-30,32960,31644,1316,0.039927184466019415
