,ok,dns,http,tls,error,date,total
727,412,57,7,3,69,2023-02-26,479
728,1409,89,18,13,223,2023-02-27,1529
729,2874,241,45,33,410,2023-02-28,3193
730,2283,146,16,44,229,2023-03-01,2489
731,1242,101,13,19,140,2023-03-02,1375
732,891,57,12,11,147,2023-03-03,971
733,185,16,2,0,15,2023-03-04,203
734,1324,64,9,14,89,2023-03-05,1411
735,1128,54,13,14,90,2023-03-06,1209
736,644,33,6,11,41,2023-03-07,694
737,1444,116,19,19,159,2023-03-08,1598
738,2047,148,14,21,121,2023-03-09,2230
739,751,36,7,6,68,2023-03-10,800
740,1030,72,14,15,67,2023-03-11,1131
741,1325,106,12,15,131,2023-03-12,1458
742,1758,177,21,21,211,2023-03-13,1977
743,2319,169,16,30,194,2023-03-14,2534
744,1299,132,15,33,234,2023-03-15,1479
745,1549,237,25,16,392,2023-03-16,1827
746,1812,290,23,13,318,2023-03-17,2138
747,1367,192,18,20,181,2023-03-18,1597
748,2779,236,23,20,175,2023-03-19,3058
749,1367,130,20,32,122,2023-03-20,1549
750,1801,99,25,19,153,2023-03-21,1944
751,3202,138,22,38,207,2023-03-22,3400
752,1822,215,16,14,138,2023-03-23,2067
753,1786,201,38,17,209,2023-03-24,2042
754,1744,162,19,16,179,2023-03-25,1941
755,1157,65,9,7,102,2023-03-26,1238
756,1925,177,23,19,242,2023-03-27,2144
757,817,30,5,5,126,2023-03-28,857
758,4450,396,89,84,533,2023-03-29,5019
759,2213,155,18,6,226,2023-03-30,2392
760,622,31,9,1,109,2023-03-31,663
