,ok,dns,http,tls,error,date,total
787,4171,2092,155,351,395,2023-03-12,6769
788,3388,1982,89,369,435,2023-03-13,5828
789,4006,2736,161,384,509,2023-03-14,7287
790,3681,2200,156,404,570,2023-03-15,6441
791,2928,2605,119,351,494,2023-03-16,6003
792,3709,2994,143,389,402,2023-03-17,7235
793,3479,2838,113,352,429,2023-03-18,6782
794,4678,3455,165,431,471,2023-03-19,8729
795,4098,2629,101,431,488,2023-03-20,7259
796,3907,2456,190,454,447,2023-03-21,7007
797,3084,2288,96,353,346,2023-03-22,5821
798,3715,3135,116,412,417,2023-03-23,7378
799,2857,1751,220,426,478,2023-03-24,5254
800,2592,2334,166,334,576,2023-03-25,5426
801,2467,2762,143,377,431,2023-03-26,5749
802,3135,2289,76,342,447,2023-03-27,5842
803,3258,2608,137,349,364,2023-03-28,6352
804,3279,2445,141,429,380,2023-03-29,6294
805,3961,2092,171,636,492,2023-03-30,6860
806,4226,2069,251,802,469,2023-03-31,7348
