,ok,dns,http,tls,error,date,total
780,10227,747,119,170,517,2023-02-20,11263
781,7956,565,88,122,306,2023-02-21,8731
782,7172,617,67,107,316,2023-02-22,7963
783,8245,610,61,121,429,2023-02-23,9037
784,6834,577,26,70,273,2023-02-24,7507
785,4898,347,35,95,204,2023-02-25,5375
786,7725,597,164,178,351,2023-02-26,8664
787,5703,399,38,68,224,2023-02-27,6208
788,6535,291,41,88,305,2023-02-28,6955
789,5107,451,66,86,252,2023-03-01,5710
790,3612,304,23,26,143,2023-03-02,3965
791,3135,148,18,23,113,2023-03-03,3324
792,3345,286,31,34,155,2023-03-04,3696
793,4171,432,19,28,176,2023-03-05,4650
794,5368,369,27,71,269,2023-03-06,5835
795,4115,229,20,23,154,2023-03-07,4387
796,4954,391,24,50,209,2023-03-08,5419
797,5829,471,25,50,232,2023-03-09,6375
798,4024,270,38,40,153,2023-03-10,4372
799,1938,111,14,13,94,2023-03-11,2076
800,4197,219,20,55,163,2023-03-12,4491
801,4906,419,63,59,251,2023-03-13,5447
802,5196,330,26,45,197,2023-03-14,5597
803,5955,599,59,59,253,2023-03-15,6672
804,4753,440,49,79,283,2023-03-16,5321
805,6934,576,38,62,326,2023-03-17,7610
806,6379,360,44,56,278,2023-03-18,6839
807,4266,385,43,83,234,2023-03-19,4777
808,6799,557,33,78,320,2023-03-20,7467
809,8039,689,60,73,380,2023-03-21,8861
810,7867,591,54,87,310,2023-03-22,8599
811,6683,490,39,66,380,2023-03-23,7278
812,7678,577,66,56,342,2023-03-24,8377
813,2984,340,64,64,143,2023-03-25,3452
814,6107,465,91,103,329,2023-03-26,6766
815,5334,338,51,65,281,2023-03-27,5788
816,4887,432,40,77,294,2023-03-28,5436
817,4675,220,28,66,326,2023-03-29,4989
818,6283,510,49,122,386,2023-03-30,6964
819,5839,436,27,41,295,2023-03-31,6343
