,ok,dns,http,tls,error,date,total
716,2682,70,29,12,261,2023-01-11,2793
717,2295,58,24,14,250,2023-01-12,2391
718,1395,288,29,5,162,2023-01-13,1717
719,1293,48,13,16,87,2023-01-14,1370
720,1563,41,12,14,144,2023-01-15,1630
721,2034,50,21,41,235,2023-01-16,2146
722,1401,31,13,14,114,2023-01-17,1459
723,1934,127,16,12,186,2023-01-18,2089
724,1430,62,14,8,86,2023-01-19,1514
725,2586,165,38,14,188,2023-01-20,2803
726,2446,182,17,2,240,2023-01-21,2647
727,2632,262,28,10,181,2023-01-22,2932
728,3562,202,20,12,285,2023-01-23,3796
729,4155,234,37,17,493,2023-01-24,4443
730,4075,350,19,10,303,2023-01-25,4454
731,2448,191,33,6,338,2023-01-26,2678
732,2875,237,35,7,257,2023-01-27,3154
733,3234,72,18,6,456,2023-01-28,3330
734,2225,239,43,29,207,2023-01-29,2536
735,2718,150,40,55,362,2023-01-30,2963
736,1894,130,18,4,228,2023-01-31,2046
737,3395,76,28,16,319,2023-02-01,3515
738,2718,353,41,18,280,2023-02-02,3130
739,2473,148,11,5,332,2023-02-03,2637
740,1547,78,16,1,306,2023-02-04,1642
741,4672,86,36,9,390,2023-02-05,4803
742,3010,342,36,12,267,2023-02-06,3400
743,1889,323,7,8,296,2023-02-07,2227
744,4069,323,23,6,511,2023-02-08,4421
745,3041,392,37,10,321,2023-02-09,3480
746,2357,201,22,3,246,2023-02-10,2583
747,1214,322,7,9,69,2023-02-11,1552
748,1828,257,21,7,154,2023-02-12,2113
749,1125,96,11,1,106,2023-02-13,1233
750,1907,375,13,8,147,2023-02-14,2303
751,2279,55,17,6,237,2023-02-15,2357
752,1355,52,13,21,184,2023-02-16,1441
753,3756,97,30,57,363,2023-02-17,3940
754,982,36,12,4,97,2023-02-18,1034
755,1306,43,11,10,131,2023-02-19,1370
756,1235,67,15,9,83,2023-02-20,1326
757,1443,107,12,13,117,2023-02-21,1575
758,2009,92,19,19,93,2023-02-22,2139
759,1839,114,12,4,182,2023-02-23,1969
760,2751,76,22,15,328,2023-02-24,2864
761,913,40,4,7,100,2023-02-25,964
762,1829,23,10,3,197,2023-02-26,1865
763,3545,81,27,25,279,2023-02-27,3678
764,2338,53,15,12,202,2023-02-28,2418
765,1850,37,14,7,199,2023-03-01,1908
766,1023,20,9,7,79,2023-03-02,1059
767,1785,31,10,9,187,2023-03-03,1835
768,1178,25,8,8,67,2023-03-04,1219
769,2479,75,20,4,166,2023-03-05,2578
770,2247,187,31,9,138,2023-03-06,2474
771,2853,437,21,12,162,2023-03-07,3323
772,2234,245,14,6,133,2023-03-08,2499
773,2427,382,11,11,170,2023-03-09,2831
774,2883,322,19,25,193,2023-03-10,3249
775,1374,359,13,20,87,2023-03-11,1766
776,1739,344,5,4,109,2023-03-12,2092
777,1353,531,16,5,66,2023-03-13,1905
778,2344,484,21,15,224,2023-03-14,2864
779,1391,244,7,12,153,2023-03-15,1654
780,1870,232,13,7,162,2023-03-16,2122
781,1811,331,11,10,326,2023-03-17,2163
782,995,19,15,11,218,2023-03-18,1040
783,2027,186,23,14,161,2023-03-19,2250
784,2644,382,51,10,191,2023-03-20,3087
785,2845,385,20,10,182,2023-03-21,3260
786,4353,469,44,21,336,2023-03-22,4887
787,3411,376,25,11,318,2023-03-23,3823
788,3479,402,19,14,242,2023-03-24,3914
789,3071,401,22,31,254,2023-03-25,3525
790,2013,377,21,13,244,2023-03-26,2424
791,2807,496,25,23,262,2023-03-27,3351
792,2055,313,5,9,240,2023-03-28,2382
793,1869,119,14,6,544,2023-03-29,2008
794,1241,134,14,14,95,2023-03-30,1403
795,1872,375,12,14,169,2023-03-31,2273
